dep_iata,airport_name,arr_iata
TCB,Treasure Cay Airport,TCB
TCC,Tucumcari Municipal Airport,TCC
TCD,TarapacÃ¡ Airport,TCD
TCE,Tulcea Airport,TCE
TCG,Tacheng Airport,TCG
TCH,Tchibanga Airport,TCH
TCJ,Torembi Airport,TCJ
TCK,Tinboli Airport,TCK
TCL,Tuscaloosa Regional Airport,TCL
TCM,McChord Air Force Base,TCM
TCN,Tehuacan Airport,TCN
TCO,La Florida Airport,TCO
TCP,Taba International Airport,TCP
TCQ,Coronel FAP Carlos Ciriani Santa Rosa International Airport,TCQ
TCR,Tuticorin Airport,TCR
TCS,Truth Or Consequences Municipal Airport,TCS
TCT,Takotna Airport,TCT
TCU,Thaba Nchu Tar Airport,TCU
TCW,Tocumwal Airport,TCW
TCX,Tabas Airport,TCX
TCY,Terrace Bay Airport,TCY
TCZ,Tengchong Tuofeng Airport,TCZ
TDA,Trinidad Airport,TDA
TDB,Tetebedi Airport,TDB
TDD,Teniente Av. Jorge Henrich Arauz Airport,TDD
TDG,Tandag Airport,TDG
TDJ,Tadjoura Airport,TDJ
TDK,Taldykorgan Airport,TDK
TDL,HÃ©roes De Malvinas Airport,TDL
TDN,Theda Station Airport,TDN
TDO,Ed Carlson Memorial Field South Lewis County Airport,TDO
TDP,Trompeteros Airport,TDP
TDR,Theodore Airport,TDR
TDS,Sasereme Airport,TDS
TDT,Tanda Tula Airport,TDT
TDV,Samangoky Airport,TDV
TDW,Tradewind Airport,TDW
TDX,Trat Airport,TDX
TDZ,Toledo Executive Airport,TDZ
TEA,Tela Airport,TEA
TEB,Teterboro Airport,TEB
TEC,TelÃªmaco Borba Airport,TEC
TED,Thisted Airport,TED
TEE,Cheikh Larbi TÃ©bessi Airport,TEE
TEF,Telfer Airport,TEF
TEG,Tenkodogo Airport,TEG
TEI,Tezu Airport,TEI
TEK,Tatitlek Airport,TEK
TEL,Telupid Airport,TEL
TEM,Temora Airport,TEM
TEN,Tongren Fenghuang Airport,TEN
TEO,Terapo Airport,TEO
TEP,Tep Tep Airport,TEP
TEQ,TekirdaÄ Ãorlu Airport,TEQ
TER,Lajes Airport,TER
TES,Tessenei Airport,TES
TET,Chingozi Airport,TET
TEU,Manapouri Airport,TEU
TEV,Teruel Airport,TEV
TEX,Telluride Regional Airport,TEX
TEY,Ãingeyri Airport,TEY
TEZ,Tezpur Airport,TEZ
TFB,Tifalmin Airport,TFB
TFF,TefÃ© Airport,TFF
TFI,Tufi Airport,TFI
TFL,Juscelino Kubitscheck Airport,TFL
TFM,Telefomin Airport,TFM
TFN,Tenerife Norte Airport,TFN
TFS,Tenerife South Airport,TFS
TFT,Taftan Airport,TFT
TFY,Tarfaya Airport,TFY
TFY,Muhammad Taufiq Kiemas Airport,TFY
TGA,Tengah Air Base,TGA
TGC,Tanjung Manis Airport,TGC
TGD,Podgorica Airport,TGD
TGE,Sharpe Field,TGE
TGG,Sultan Mahmud Airport,TGG
TGH,Tongoa Airport,TGH
TGI,Tingo Maria Airport,TGI
TGJ,Tiga Airport,TGJ
TGK,Taganrog Yuzhny Airport,TGK
TGL,Tagula Airport,TGL
TGM,Transilvania TÃ¢rgu MureÅ International Airport,TGM
TGN,Latrobe Valley Airport,TGN
TGO,Tongliao Airport,TGO
TGP,Podkamennaya Tunguska Airport,TGP
TGQ,TangarÃ¡ da Serra Airport,TGQ
TGR,Touggourt Sidi Madhi Airport,TGR
TGS,ChokwÃ© Airport,TGS
TGT,Tanga Airport,TGT
TGU,ToncontÃ­n International Airport,TGU
TGV,Bukhovtsi Airfield,TGV
TGZ,Angel Albino Corzo International Airport,TGZ
THA,Tullahoma Regional Arpt/Wm Northern Field,THA
THB,Thaba-Tseka Airport,THB
THC,Tchien Airport,THC
THD,Tho Xuan Airport,THD
THE,Senador PetrÃ´nio Portela Airport,THE
THF,Berlin Tempelhof International Airport,THF
THG,Thangool Airport,THG
THH,Taharoa Aerodrome,THH
THI,Tichitt Airport,THI
THK,Thakhek Airport,THK
THL,Tachileik Airport,THL
THM,Thompson Falls Airport,THM
THN,TrollhÃ¤ttan-VÃ¤nersborg Airport,THN
THO,Thorshofn Airport,THO
THP,Hot Springs County Airport,THP
THQ,Tianshui Maijishan Airport,THQ
THR,Mehrabad International Airport,THR
THS,Sukhothai Airport,THS
THT,Tamchakett Airport,THT
THU,Thule Air Base,THU
THV,York Airport,THV
THW,Trincomalee Harbor Waterdrome,THW
THX,Turukhansk Airport,THX
THY,Thohoyandou Airport,THY
THZ,Tahoua Airport,THZ
TIA,Tirana International Airport Mother Teresa,TIA
TIB,TibÃº Airport,TIB
TIC,Tinak Airport,TIC
TID,Bou Chekif Airport,TID
TIE,Tippi Airport,TIE
TIF,Taâif Regional Airport,TIF
TIG,Tingwon Airport,TIG
TIH,Tikehau Airport,TIH
TII,Tarin Kowt Airport,TII
TIJ,General Abelardo L. RodrÃ­guez International Airport,TIJ
TIK,Tinker Air Force Base,TIK
TIL,Cheadle Airport,TIL
TIM,Moses Kilangin Airport,TIM
TIN,Tindouf Airport,TIN
TIO,Tilin Airport,TIO
TIP,Tripoli International Airport,TIP
TIQ,Tinian International Airport,TIQ
TIR,Tirupati Airport,TIR
TIU,Timaru Airport,TIU
TIV,Tivat Airport,TIV
TIW,Tacoma Narrows Airport,TIW
TIX,Space Coast Regional Airport,TIX
TIY,Tidjikja Airport,TIY
TIZ,Tari Airport,TIZ
TJA,Capitan Oriel Lea Plaza Airport,TJA
TJB,Sei Bati Airport,TJB
TJC,Ticantiki Airport,TJC
TJG,Warukin Airport,TJG
TJH,Konotori Tajima Airport,TJH
TJI,Trujillo Airport,TJI
TJK,Tokat Airport,TJK
TJL,PlÃ­nio Alarcom Airport,TJL
TJM,Roshchino International Airport,TJM
TJN,Takume Airport,TJN
TJQ,H.AS. Hanandjoeddin International Airport,TJQ
TJS,Tanjung Harapan Airport,TJS
TJU,Kulob Airport,TJU
TJV,Tanjore Air Force Base,TJV
TKA,Talkeetna Airport,TKA
TKB,Tekadu Airport,TKB
TKC,Tiko Airport,TKC
TKD,Takoradi Airport,TKD
TKE,Tenakee Seaplane Base,TKE
TKF,Truckee Tahoe Airport,TKF
TKG,Radin Inten II (Branti) Airport,TKG
TKH,Takhli Airport,TKH
TKI,Tokeen Seaplane Base,TKI
TKJ,Tok Junction Airport,TKJ
TKK,Chuuk International Airport,TKK
TKL,Taku Lodge Seaplane Base,TKL
TKM,El PetÃ©n Airport,TKM
TKN,Tokunoshima Airport,TKN
TKO,Tlokoeng Airport,TKO
TKP,Takapoto Airport,TKP
TKQ,Kigoma Airport,TKQ
TKR,Thakurgaon Airport,TKR
TKS,Tokushima Airport/JMSDF Air Base,TKS
TKT,Tak Airport,TKT
TKU,Turku Airport,TKU
TKV,Tatakoto Airport,TKV
TKW,Tekin Airport,TKW
TKX,Takaroa Airport,TKX
TKY,Turkey Creek Airport,TKY
TKZ,Tokoroa Airfield,TKZ
TLA,Teller Airport,TLA
TLB,Tarbela Dam Airport,TLB
TLC,Licenciado Adolfo Lopez Mateos International Airport,TLC
TLD,Limpopo Valley Airport,TLD
TLE,Toliara Airport,TLE
TLF,Telida Airport,TLF
TLG,Tulaghi Heliport,TLG
TLH,Tallahassee Regional Airport,TLH
TLI,Sultan Bantilan Airport,TLI
TLJ,Tatalina LRRS Airport,TLJ
TLK,Talakan Airport,TLK
TLL,Lennart Meri Tallinn Airport,TLL
TLM,Zenata â Messali El Hadj Airport,TLM
TLN,Toulon-HyÃ¨res Airport,TLN
TLO,Tol Airport,TLO
TLP,Tumolbil Airport,TLP
TLQ,Turpan Jiaohe Airport,TLQ
TLR,Mefford Field,TLR
TLS,Toulouse-Blagnac Airport,TLS
TLT,Tuluksak Airport,TLT
TLU,Golfo de Morrosquillo Airport,TLU
TLV,Ben Gurion International Airport,TLV
TLW,Talasea Airport,TLW
TLX,Panguilemo Airport,TLX
TLY,Plastun Airport,TLY
TLZ,CatalÃ£o Airport,TLZ
TMA,Henry Tift Myers Airport,TMA
TMB,Miami Executive Airport,TMB
TMC,Tambolaka Airport,TMC
TMD,Timbedra Airport,TMD
TME,Gustavo Vargas Airport,TME
TMF,Thimarafushi Airport,TMF
TMG,Tomanggong Airport,TMG
TMH,Tanah Merah Airport,TMH
TMI,Tumling Tar Airport,TMI
TMJ,Termez Airport,TMJ
TML,Tamale Airport,TML
TMM,Toamasina Airport,TMM
TMN,Tamana Island Airport,TMN
TMO,Tumeremo Airport,TMO
TMP,Tampere-Pirkkala Airport,TMP
TMQ,Tambao Airport,TMQ
TMR,Aguenar â Hadj Bey Akhamok Airport,TMR
TMS,SÃ£o TomÃ© International Airport,TMS
TMT,Trombetas Airport,TMT
TMU,Tambor Airport,TMU
TMW,Tamworth Airport,TMW
TMX,Timimoun Airport,TMX
TMY,Tiom Airport,TMY
TMZ,Thames Aerodrome,TMZ
TNA,Yaoqiang Airport,TNA
TNB,Tanah Grogot Airport,TNB
TNC,Tin City Long Range Radar Station Airport,TNC
TND,Alberto Delgado Airport,TND
TNE,New Tanegashima Airport,TNE
TNF,Toussus-le-Noble Airport,TNF
TNG,Ibn Batouta Airport,TNG
TNH,Tonghua Sanyuanpu Airport,TNH
TNI,Satna Airport,TNI
TNJ,Raja Haji Fisabilillah International Airport,TNJ
TNK,Tununak Airport,TNK
TNM,Teniente Rodolfo Marsh Martin Base,TNM
TNN,Tainan Airport,TNN
TNO,Tamarindo Airport,TNO
TNP,Twentynine Palms Airport,TNP
TNQ,Washington Island Airstrip,TNQ
TNR,Ivato Airport,TNR
TNS,Tungsten (Cantung) Airport,TNS
TNT,Dade Collier Training and Transition Airport,TNT
TNU,Newton Municipal Airport,TNU
TNV,Tabuaeran Island Airport,TNV
TNW,Jumandy Airport,TNW
TNX,Stung Treng Airport,TNX
TNZ,Tosontsengel Airport,TNZ
TOA,Zamperini Field,TOA
TOB,Gamal Abdel Nasser Airport,TOB
TOC,Toccoa Airport - R.G. Letourneau Field,TOC
TOD,Pulau Tioman Airport,TOD
TOE,Tozeur Nefta International Airport,TOE
TOF,Bogashevo Airport,TOF
TOG,Togiak Airport,TOG
TOH,Torres Airstrip,TOH
TOI,Troy Municipal Airport at N Kenneth Campbell Field,TOI
TOJ,TorrejÃ³n Airport,TOJ
TOK,Torokina Airport,TOK
TOL,Toledo Express Airport,TOL
TOM,Timbuktu Airport,TOM
TON,Tonu Airport,TON
TOO,San Vito De Java Airport,TOO
TOP,Philip Billard Municipal Airport,TOP
TOQ,Barriles Airport,TOQ
TOR,Torrington Municipal Airport,TOR
TOS,TromsÃ¸ Airport,TOS
TOT,Totness Airport,TOT
TOU,Touho Airport,TOU
TOV,Tortola West End Seaplane Base,TOV
TOW,Toledo Airport,TOW
TOX,Tobolsk Airport,TOX
TOY,Toyama Airport,TOY
TOZ,Mahana Airport,TOZ
TPA,Tampa International Airport,TPA
TPC,Tarapoa Airport,TPC
TPE,Taiwan Taoyuan International Airport,TPE
TPF,Peter O Knight Airport,TPF
TPG,Taiping (Tekah) Airport,TPG
TPH,Tonopah Airport,TPH
TPI,Tapini Airport,TPI
TPJ,Taplejung Airport,TPJ
TPK,Teuku Cut Ali Airport,TPK
TPL,Draughon Miller Central Texas Regional Airport,TPL
TPN,Tiputini Airport,TPN
TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,TPP
TPQ,Amado Nervo National Airport,TPQ
TPR,Tom Price Airport,TPR
TPS,Vincenzo Florio Airport Trapani-Birgi,TPS
TPT,Tapeta Airport,TPT
TPU,Tikapur Airport,TPU
TPX,Tupai Airport,TPX
TQA,Tasiusaq (Qaasuitsup) Heliport,TQA
TQD,Al Taqaddum Air Base,TQD
TQI,Tiniteqilaaq Heliport,TQI
TQL,Tarko-Sale Airport,TQL
TQN,Talolqan Airport,TQN
TQP,Trepell Airport,TQP
TQQ,Maranggo Airport,TQQ
TQR,San Domino Island Heliport,TQR
TQS,Tres Esquinas Air Base,TQS
TR7,Ottawa / Rockcliffe Seaplane Base,TR7
TRA,Tarama Airport,TRA
TRB,Gonzalo MejÃ­a Airport,TRB
TRC,Francisco Sarabia International Airport,TRC
TRD,Trondheim Airport VÃ¦rnes,TRD
TRE,Tiree Airport,TRE
TRF,"Sandefjord Airport, Torp",TRF
TRG,Tauranga Airport,TRG
TRH,Trona Airport,TRH
TRI,Tri-Cities Regional TN/VA Airport,TRI
TRJ,Tarakbits Airport,TRJ
TRK,Juwata Airport,TRK
TRL,Terrell Municipal Airport,TRL
TRM,Jacqueline Cochran Regional Airport,TRM
TRN,Turin Airport,TRN
TRO,Taree Airport,TRO
TRQ,TarauacÃ¡ Airport,TRQ
TRR,China Bay Airport,TRR
TRS,TriesteâFriuli Venezia Giulia Airport,TRS
TRU,Capitan FAP Carlos Martinez De Pinillos International Airport,TRU
TRV,Trivandrum International Airport,TRV
TRW,Bonriki International Airport,TRW
TRY,Tororo Airport,TRY
TRZ,Tiruchirapally Civil Airport Airport,TRZ
TSA,Taipei Songshan Airport,TSA
TSB,Tsumeb Airport,TSB
TSC,Taisha Airport,TSC
TSD,Tshipise Airport,TSD
TSE,Astana International Airport,TSE
TSF,Treviso-Sant'Angelo Airport,TSF
TSG,Tanacross Airport,TSG
TSH,Tshikapa Airport,TSH
TSI,Tsile Tsile Airport,TSI
TSJ,Tsushima Airport,TSJ
TSK,Taskul Airport,TSK
TSL,Tamuin Airport,TSL
TSM,Taos Regional Airport,TSM
TSN,Tianjin Binhai International Airport,TSN
TSP,Tehachapi Municipal Airport,TSP
TSQ,Torres Airport,TSQ
TSR,TimiÅoara Traian Vuia Airport,TSR
TSS,East 34th Street Heliport,TSS
TST,Trang Airport,TST
TSU,Tabiteuea South Airport,TSU
TSV,Townsville Airport,TSV
TSW,Tsewi Airport,TSW
TSX,Tanjung Santan Airport,TSX
TSY,Cibeureum Airport,TSY
TSZ,Tselserleg Airport,TSZ
TTA,Tan Tan Airport,TTA
TTB,TortolÃ¬ Airport,TTB
TTC,Las Breas Airport,TTC
TTD,Portland Troutdale Airport,TTD
TTE,Sultan Babullah Airport,TTE
TTG,General Enrique Mosconi Airport,TTG
TTH,Thumrait Air Base,TTH
TTI,Tetiaroa Airport,TTI
TTJ,Tottori Sand Dunes Conan Airport,TTJ
TTL,Turtle Island Seaplane Base,TTL
TTN,Trenton Mercer Airport,TTN
TTO,Britton Municipal Airport,TTO
TTQ,Aerotortuguero Airport,TTQ
TTR,Pongtiku Airport,TTR
TTS,Tsaratanana Airport,TTS
TTT,Taitung Airport,TTT
TTU,Saniat R'mel Airport,TTU
TTW,Tissa Tank Waterdrome,TTW
TTX,Truscott-Mungalalu Airport,TTX
TUA,Teniente Coronel Luis a Mantilla Airport,TUA
TUB,Tubuai Airport,TUB
TUC,Teniente Benjamin Matienzo Airport,TUC
TUD,Tambacounda Airport,TUD
TUE,Tupile Airport,TUE
TUF,Tours-Val-de-Loire Airport,TUF
TUG,Tuguegarao Airport,TUG
TUH,Arnold Air Force Base,TUH
TUI,Turaif Domestic Airport,TUI
TUJ,Tum Airport,TUJ
TUK,Turbat International Airport,TUK
TUL,Tulsa International Airport,TUL
TUM,Tumut Airport,TUM
TUN,Tunis Carthage International Airport,TUN
TUO,Taupo Airport,TUO
TUP,Tupelo Regional Airport,TUP
TUQ,Tougan Airport,TUQ
TUR,TucuruÃ­ Airport,TUR
TUS,Tucson International Airport / Morris Air National Guard Base,TUS
TUT,Tauta Airport,TUT
TUU,Tabuk Airport,TUU
TUV,Tucupita Airport,TUV
TUX,Tumbler Ridge Airport,TUX
TUY,Tulum Naval Air Station,TUY
TUZ,TucumÃ£ Airport,TUZ
TVA,Morafenobe Airport,TVA
TVC,Cherry Capital Airport,TVC
TVF,Thief River Falls Regional Airport,TVF
TVI,Thomasville Regional Airport,TVI
TVL,Lake Tahoe Airport,TVL
TVS,Tangshan SannÃ¼he Airport,TVS
TVU,Matei Airport,TVU
TVY,Dawei Airport,TVY
TWA,Twin Hills Airport,TWA
TWB,Toowoomba Airport,TWB
TWD,Jefferson County International Airport,TWD
TWE,Taylor Airport,TWE
TWF,Joslin Field Magic Valley Regional Airport,TWF
TWH,Two Harbors Amphibious Terminal,TWH
TWP,Torwood Airport,TWP
TWT,Sanga Sanga Airport,TWT
TWU,Tawau Airport,TWU
TWY,Tawa Airport,TWY
TWZ,Pukaki Airport,TWZ
TXE,Rembele Airport,TXE
TXF,9 de Maio - Teixeira de Freitas Airport,TXF
TXG,Taichung Airport,TXG
TXK,Texarkana Regional Webb Field,TXK
TXL,Berlin-Tegel Airport,TXL
TXM,Teminabuan Airport,TXM
TXN,Tunxi International Airport,TXN
TXR,Tanbar Airport,TXR
TXU,Tabou Airport,TXU
TYA,Klokovo Airfield,TYA
TYB,Tibooburra Airport,TYB
TYD,Tynda Airport,TYD
TYE,Tyonek Airport,TYE
TYF,Torsby Airport,TYF
TYG,Thylungra Airport,TYG
TYL,Capitan Montes Airport,TYL
TYM,Staniel Cay Airport,TYM
TYN,Taiyuan Wusu Airport,TYN
TYP,Tobermorey Airport,TYP
TYR,Tyler Pounds Regional Airport,TYR
TYS,McGhee Tyson Airport,TYS
TYT,Treinta y Tres Airport,TYT
TYZ,Taylor Airport,TYZ
TZA,Belize City Municipal Airport,TZA
TZC,Tuscola Area Airport,TZC
TZL,Tuzla International Airport,TZL
TZM,Cupul Airport,TZM
TZN,Congo Town Airport,TZN
TZO,Tsimiroro Airport,TZO
TZR,TaszÃ¡r Air Base,TZR
TZX,Trabzon International Airport,TZX
UAB,Ä°ncirlik Air Base,UAB
UAC,San Luis RÃ­o Colorado Airport,UAC
UAE,Mount Aue Airport,UAE
UAH,Ua Huka Airport,UAH
UAI,Suai Airport,UAI
UAK,Narsarsuaq Airport,UAK
UAL,Luau Airport,UAL
UAM,Andersen Air Force Base,UAM
UAP,Ua Pou Airport,UAP
UAQ,Domingo Faustino Sarmiento Airport,UAQ
UAR,Bouarfa Airport,UAR
UAS,Buffalo Spring,UAS
UAX,Uaxactun Airport,UAX
UBA,MÃ¡rio de Almeida Franco Airport,UBA
UBB,Mabuiag Island Airport,UBB
UBI,Buin Airport,UBI
UBJ,Yamaguchi Ube Airport,UBJ
UBN,Ulaanbaatar International Airport,UBN
UBP,Ubon Ratchathani Airport,UBP
UBR,Ubrub Airport,UBR
UBS,Columbus Lowndes County Airport,UBS
UBT,Ubatuba Airport,UBT
UBU,Kalumburu Airport,UBU
UCB,Ulanqab Jining Airport,UCB
UCC,Yucca Airstrip,UCC
UCE,Eunice Airport,UCE
UCK,Lutsk Airport,UCK
UCN,Buchanan Airport,UCN
UCT,Ukhta Airport,UCT
UCY,Everett-Stewart Regional Airport,UCY
UCZ,Uchiza Airport,UCZ
UDA,Undara Airport,UDA
UDD,Bermuda Dunes Airport,UDD
UDI,Ten. Cel. Aviador CÃ©sar Bombonato Airport,UDI
UDJ,Uzhhorod International Airport,UDJ
UDN,Udine-Campoformido Air Base,UDN
UDR,Maharana Pratap Airport,UDR
UEE,Queenstown Airport,UEE
UEL,Quelimane Airport,UEL
UEN,Urengoy Airport,UEN
UEO,Kumejima Airport,UEO
UES,Waukesha County Airport,UES
UET,Quetta International Airport,UET
UFA,Ufa International Airport,UFA
UGA,Bulgan Airport,UGA
UGB,Ugashik Bay Airport,UGB
UGC,Urgench Airport,UGC
UGI,San Juan /Uganik/ Seaplane Base,UGI
UGN,Waukegan National Airport,UGN
UGO,Uige Airport,UGO
UGS,Ugashik Airport,UGS
UGT,Bulagtai Resort Airport,UGT
UGU,Bilogai-Sugapa Airport,UGU
UHE,Kunovice Airport,UHE
UHF,RAF Upper Heyford,UHF
UIB,El CaraÃ±o Airport,UIB
UIH,Phu Cat Airport,UIH
UII,Utila Airport,UII
UIK,Ust-Ilimsk Airport,UIK
UIL,Quillayute Airport,UIL
UIN,Quincy Regional Baldwin Field,UIN
UIO,Mariscal Sucre International Airport,UIO
UIP,Quimper-Cornouaille Airport,UIP
UIQ,Quion Hill Airport,UIQ
UIR,Quirindi Airport,UIR
UIT,Jaluit Airport,UIT
UIZ,Berz-Macomb Airport,UIZ
UJE,Ujae Atoll Airport,UJE
UJN,Uljin Airport,UJN
UKA,Ukunda Airstrip,UKA
UKB,Kobe Airport,UKB
UKG,Ust-Kuyga Airport,UKG
UKH,Mukhaizna Airport,UKH
UKI,Ukiah Municipal Airport,UKI
UKK,Ust-Kamennogorsk Airport,UKK
UKN,Waukon Municipal Airport,UKN
UKR,Mukeiras Airport,UKR
UKS,Belbek Airport,UKS
UKT,Quakertown Airport,UKT
UKU,Nuku Airport,UKU
UKX,Ust-Kut Airport,UKX
ULA,Capitan D Daniel Vazquez Airport,ULA
ULB,UlÃ©i Airport,ULB
ULC,Los Cerrillos Airport,ULC
ULD,Prince Mangosuthu Buthelezi Airport,ULD
ULE,Sule Airport,ULE
ULG,Ulgii Mongolei Airport,ULG
ULH,Majeed Bin Abdulaziz Airport,ULH
ULI,Ulithi Airport,ULI
ULK,Lensk Airport,ULK
ULM,New Ulm Municipal Airport,ULM
ULN,Buyant-Ukhaa International Airport,ULN
ULO,Ulaangom Airport,ULO
ULP,Quilpie Airport,ULP
ULQ,Heriberto GÃ­l MartÃ­nez Airport,ULQ
ULU,Gulu Airport,ULU
ULV,Ulyanovsk Baratayevka Airport,ULV
ULX,Ulusaba Airport,ULX
ULY,Ulyanovsk East Airport,ULY
ULZ,Donoi Airport,ULZ
UMA,Punta de Maisi Airport,UMA
UMC,Umba Airport,UMC
UMD,Uummannaq Heliport,UMD
UME,UmeÃ¥ Airport,UME
UMI,Quince Air Base,UMI
UMM,Summit Airport,UMM
UMR,Woomera Airfield,UMR
UMS,Ust-Maya Airport,UMS
UMT,Umiat Airport,UMT
UMU,Umuarama Airport,UMU
UMY,Sumy Airport,UMY
UNA,Hotel TransamÃ©rica Airport,UNA
UNC,Unguia Airport,UNC
UND,Konduz Airport,UND
UNE,Qacha's Nek Airport,UNE
UNG,Kiunga Airport,UNG
UNI,Union Island International Airport,UNI
UNK,Unalakleet Airport,UNK
UNN,Ranong Airport,UNN
UNR,ÃndÃ¶rkhaan Airport,UNR
UNT,Unst Airport,UNT
UNU,Dodge County Airport,UNU
UOA,Mururoa Atoll Airport,UOA
UOL,Buol Airport,UOL
UOS,Franklin County Airport,UOS
UOX,University Oxford Airport,UOX
UPB,Playa Baracoa Airport,UPB
UPG,Hasanuddin International Airport,UPG
UPL,Upala Airport,UPL
UPN,Licenciado y General Ignacio Lopez Rayon Airport,UPN
UPP,Upolu Airport,UPP
UPR,Upiara Airport,UPR
UPV,Upavon Aerodrome,UPV
URA,Uralsk Airport,URA
URB,Urubupunga Airport,URB
URC,ÃrÃ¼mqi Diwopu International Airport,URC
URD,Burg Feuerstein Airport,URD
URE,Kuressaare Airport,URE
URG,Rubem Berta Airport,URG
URI,Uribe Airport,URI
URJ,Uray Airport,URJ
URM,Uriman Airport,URM
URN,Urgun Airport,URN
URO,Rouen Airport,URO
URR,Urrao Airport,URR
URS,Kursk East Airport,URS
URT,Surat Thani Airport,URT
URU,Uroubi Airport,URU
URY,Gurayat Domestic Airport,URY
URZ,OrÅ«zgÄn Airport,URZ
USA,Concord-Padgett Regional Airport,USA
USH,Malvinas Argentinas Airport,USH
USI,Mabaruma Airport,USI
USJ,Usharal Airport,USJ
USK,Usinsk Airport,USK
USL,Useless Loop Airport,USL
USM,Samui Airport,USM
USN,Ulsan Airport,USN
USO,Usino Airport,USO
USQ,UÅak Airport,USQ
USR,Ust-Nera Airport,USR
USS,Sancti Spiritus Airport,USS
UST,Northeast Florida Regional Airport,UST
USU,Francisco B. Reyes Airport,USU
UTA,Mutare Airport,UTA
UTB,Muttaburra Airport,UTB
UTC,Soesterberg Air Base,UTC
UTD,Nutwood Downs Airport,UTD
UTE,Bultfontein Airport,UTE
UTG,Quthing Airport,UTG
UTH,Udon Thani Airport,UTH
UTI,Utti Air Base,UTI
UTK,Utirik Airport,UTK
UTM,Tunica Municipal Airport,UTM
UTN,Pierre Van Ryneveld Airport,UTN
UTO,Indian Mountain LRRS Airport,UTO
UTP,U-Tapao International Airport,UTP
UTR,Uttaradit Airport,UTR
UTS,Ust-Tsylma Airport,UTS
UTT,K. D. Matanzima Airport,UTT
UTU,Ustupo Airport,UTU
UTW,Queenstown Airport,UTW
UUA,Bugulma Airport,UUA
UUD,Ulan-Ude Airport (Mukhino),UUD
UUK,Ugnu-Kuparuk Airport,UUK
UUN,Baruun Urt Airport,UUN
UUS,Yuzhno-Sakhalinsk Airport,UUS
UUU,Manumu Airport,UUU
UVA,Garner Field,UVA
UVE,OuvÃ©a Airport,UVE
UVF,Hewanorra International Airport,UVF
UVL,El Kharga Airport,UVL
UVO,Uvol Airport,UVO
UWA,Ware Airport,UWA
UYL,Nyala Airport,UYL
UYN,Yulin Yuyang Airport,UYN
UYU,Uyuni Airport,UYU
UZM,Hope Bay Aerodrome,UZM
UZR,Urzhar Airport,UZR
UZU,Curuzu Cuatia Airport,UZU
VAA,Vaasa Airport,VAA
VAC,Varrelbusch Airport,VAC
VAD,Moody Air Force Base,VAD
VAF,Valence-Chabeuil Airport,VAF
VAG,Major Brigadeiro Trompowsky Airport,VAG
VAH,CapitÃ¡n Av. Vidal Villagomez Toledo Airport,VAH
VAI,Vanimo Airport,VAI
VAK,Chevak Airport,VAK
VAL,ValenÃ§a Airport,VAL
VAM,Villa Airport,VAM
VAN,Van Ferit Melen Airport,VAN
VAO,Suavanao Airport,VAO
VAP,Rodelillo Airport,VAP
VAR,Varna Airport,VAR
VAS,Sivas Nuri DemiraÄ Airport,VAS
VAT,Vatomandry Airport,VAT
VAU,Vatukoula Airport,VAU
VAV,Vava'u International Airport,VAV
VAW,"VardÃ¸ Airport, Svartnes",VAW
VBA,Ann Airport,VBA
VBG,Vandenberg Air Force Base,VBG
VBP,Bokpyinn Airport,VBP
VBS,Brescia Airport,VBS
VBV,Vanua Balavu Airport,VBV
VBY,Visby Airport,VBY
VCA,Can Tho International Airport,VCA
VCD,Victoria River Downs Airport,VCD
VCE,Venice Marco Polo Airport,VCE
VCF,Valcheta Airport,VCF
VCH,Vichadero Airport,VCH
VCL,Chu Lai International Airport,VCL
VCP,Viracopos International Airport,VCP
VCR,Carora Airport,VCR
VCS,Co Ong Airport,VCS
VCT,Victoria Regional Airport,VCT
VCV,Southern California Logistics Airport,VCV
VDA,Ovda International Airport,VDA
VDB,Leirin Airport,VDB
VDE,Hierro Airport,VDE
VDH,Dong Hoi Airport,VDH
VDI,Vidalia Regional Airport,VDI
VDM,Gobernador Castello Airport,VDM
VDO,VÃ¢n Äá»n International Airport,VDO
VDP,Valle de La Pascua Airport,VDP
VDR,Villa Dolores Airport,VDR
VDS,VadsÃ¸ Airport,VDS
VDY,Vijayanagar Aerodrome (JSW),VDY
VDZ,Valdez Pioneer Field,VDZ
VEE,Venetie Airport,VEE
VEG,Maikwak Airport,VEG
VEL,Vernal Regional Airport,VEL
VER,General Heriberto Jara International Airport,VER
VEV,Barakoma Airport,VEV
VEX,Tioga Municipal Airport,VEX
VEY,Vestmannaeyjar Airport,VEY
VFA,Victoria Falls International Airport,VFA
VGA,Vijayawada Airport,VGA
VGD,Vologda Airport,VGD
VGO,Vigo Airport,VGO
VGS,General Villegas Airport,VGS
VGT,North Las Vegas Airport,VGT
VGZ,Villa GarzÃ³n Airport,VGZ
VHC,Saurimo Airport,VHC
VHM,Vilhelmina Airport,VHM
VHN,Culberson County Airport,VHN
VHV,Verkhnevilyuisk Airport,VHV
VHY,Vichy-Charmeil Airport,VHY
VHZ,Vahitahi Airport,VHZ
VIA,Videira Airport,VIA
VIB,Villa ConstituciÃ³n Airport,VIB
VIC,Vicenza Airport,VIC
VIE,Vienna International Airport,VIE
VIF,Vieste Airport,VIF
